startingAirport,destinationAirport,isBasicEconomy,isNonStop,AirlineCode,transferAirport,departureTime,arrivalTime,totalFlightTime,elapsedDays,totalTravelDistance,fareBasisCode,baseFare,totalFare
ATL,DTW,FALSE,FALSE,DL||9K||9K||DL,BNA||OWB||STL,1650201300,1650240960,17520,0,782,KA0OX0MC,702.28,787.55
ATL,DTW,FALSE,FALSE,DL||DL,LEX,1650200700,1650212580,9180,0,610,HA0QA0MQ,714.42,791.6
ATL,DTW,FALSE,FALSE,DL||DL,LEX,1650204660,1650224280,9540,0,610,HA0QA0MQ,714.42,791.6
ATL,DTW,FALSE,FALSE,DL||DL,LEX,1650200700,1650224280,9240,0,610,HA0QA0MQ,714.42,791.6
ATL,DTW,FALSE,FALSE,DL||DL,GSO,1650221100,1650239820,10560,0,769,MA0QA0MQ,760.93,841.6
ATL,DTW,FALSE,FALSE,DL||DL,ROC,1650247080,1650282840,12600,1,1037,HA0QA0MQ,760.93,847.2
ATL,EWR,FALSE,TRUE,B6,NONE,1650195000,1650202740,7740,0,762,VC0QBEL1,171.16,198.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650194700,1650201660,6960,0,762,KA0NX0MQ,175.81,203.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650201180,1650208440,7260,0,762,KA0NX0MQ,175.81,203.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650250500,1650257940,7440,1,762,KA0NX0MQ,175.81,203.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650214740,1650222240,7500,0,762,KA0NX0MQ,175.81,203.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650243240,1650250860,7620,0,762,KA0NX0MQ,175.81,203.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650226800,1650234540,7740,0,762,KA0NX0MQ,175.81,203.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650220680,1650228540,7860,0,762,KA0NX0MQ,175.81,203.6
ATL,EWR,TRUE,TRUE,UA,NONE,1650244980,1650253320,8340,0,762,WAA0AHBN,175.81,203.6
ATL,EWR,TRUE,TRUE,UA,NONE,1650239520,1650248400,8880,0,762,WAA0AHBN,175.81,203.6
ATL,EWR,FALSE,FALSE,AA||AA,CLT,1650193200,1650214380,11040,0,773,G0AJZSN1,171.16,206.1
ATL,EWR,FALSE,FALSE,AA||AA,ORD,1650232800,1650253380,15480,0,1320,G0AJZSN1,171.16,207.6
ATL,EWR,FALSE,FALSE,AA||AA,ORD,1650220740,1650243600,15360,0,1320,G0AJZSN1,171.16,207.6
ATL,EWR,FALSE,FALSE,AA||AA,DFW,1650219600,1650247200,21240,0,2105,G0AJZSN1,171.16,207.6
ATL,EWR,FALSE,FALSE,AA||AA,DFW,1650189900,1650220860,20880,0,2105,G0AJZSN1,171.16,207.6
ATL,EWR,FALSE,FALSE,AA||AA,DFW,1650219600,1650252480,21360,0,2105,G0AJZSN1,171.16,207.6
ATL,EWR,FALSE,FALSE,AA||AA,DFW,1650213060,1650247200,21120,0,2105,G0AJZSN1,171.16,207.6
ATL,EWR,TRUE,FALSE,UA||UA,ORD,1650190200,1650211920,15540,0,1320,WAA0AHBN,175.81,212.6
ATL,EWR,FALSE,TRUE,AA,NONE,1650195000,1650202740,7740,0,762,KC0QBEY5,199.07,228.6
ATL,EWR,FALSE,TRUE,UA,NONE,1650209100,1650217380,8280,0,762,QAA0JHES,222.33,253.61
ATL,EWR,FALSE,TRUE,UA,NONE,1650217680,1650226020,8340,0,762,QAA0JHES,222.33,253.61
ATL,EWR,FALSE,TRUE,UA,NONE,1650231840,1650240420,8580,0,762,QAA0JHES,222.33,253.61
ATL,EWR,FALSE,TRUE,UA,NONE,1650222480,1650231780,9300,0,762,QAA0JHES,222.33,253.61
ATL,EWR,FALSE,FALSE,UA||UA,IAD,1650187800,1650204240,11220,0,762,QAA0JHES,222.33,262.61
ATL,EWR,FALSE,TRUE,DL,NONE,1650207900,1650215400,7500,0,762,QA0OX0MC,245.58,278.6
ATL,EWR,FALSE,TRUE,DL,NONE,1650235620,1650243180,7560,0,762,QA0OX0MC,245.58,278.6
ATL,EWR,FALSE,FALSE,AA||AA,CLT,1650226680,1650240840,10800,0,773,L0AHZNN1,264.19,306.1
ATL,EWR,FALSE,FALSE,AA||AA,CLT,1650233700,1650247980,11280,0,773,L0AHZNN1,264.19,306.1
ATL,EWR,FALSE,FALSE,AA||AA,CLT,1650207720,1650227580,11460,0,773,L0AHZNN1,264.19,306.1
